,age,sum_ins,duration,age_of_contract,interest_rate
61846,38.0,990472.0,5.0,3.0,0.013928070068359376
87497,71.0,363940.0,15.0,5.0,0.011199417114257813
89215,35.0,19802.0,21.0,9.0,0.017461624145507816
28746,44.0,673575.0,20.0,0.0,-0.00578094482421875
60039,41.0,384999.0,18.0,8.0,0.029778900146484377
76022,50.0,769449.0,25.0,16.0,0.01688026428222656
32980,69.0,993491.0,4.0,2.0,0.023319854736328124
95552,49.0,860575.0,11.0,2.0,0.036635818481445315
24410,45.0,625100.0,33.0,2.0,0.01639617919921875
99603,61.0,177741.0,21.0,16.0,0.02765068054199219
21307,45.0,179989.0,23.0,9.0,0.010719909667968751
48958,27.0,666730.0,27.0,1.0,0.014875640869140625
12528,50.0,700434.0,30.0,2.0,0.024805297851562498
55523,59.0,48239.0,23.0,17.0,0.006381072998046874
30567,47.0,469189.0,22.0,12.0,0.00522979736328125
8191,49.0,267395.0,30.0,24.0,-0.0027154541015624997
89325,63.0,339795.0,15.0,13.0,0.02722724914550781
14001,72.0,208251.0,20.0,12.0,0.0270758056640625
449,64.0,49779.0,34.0,7.0,0.006503906250000002
32061,49.0,351875.0,22.0,2.0,0.022258605957031247
71489,66.0,493297.0,11.0,8.0,-0.0064076995849609375
81843,80.0,271046.0,39.0,36.0,0.03877357482910156
80910,49.0,515918.0,25.0,21.0,0.018607559204101565
10645,55.0,401295.0,23.0,0.0,0.026788940429687498
78521,67.0,479090.0,7.0,4.0,0.006217422485351563
91653,64.0,367782.0,14.0,13.0,0.03423713684082031
99473,63.0,156278.0,22.0,2.0,0.0029436492919921887
55520,58.0,922364.0,28.0,10.0,0.00013107299804687549
13352,57.0,782871.0,6.0,1.0,0.0258551025390625
17734,33.0,748390.0,12.0,2.0,0.021944274902343748
41893,68.0,125158.0,16.0,14.0,0.0003675842285156255
95151,55.0,451316.0,28.0,27.0,0.023232498168945313
45940,66.0,924529.0,2.0,1.0,0.031880035400390624
88091,60.0,475889.0,29.0,23.0,0.008599319458007812
20786,41.0,616076.0,20.0,2.0,0.027370300292968747
24208,58.0,763633.0,15.0,8.0,0.003212585449218751
71005,51.0,463054.0,12.0,2.0,0.030457534790039063
61428,75.0,592311.0,16.0,10.0,0.026043548583984374
60632,80.0,860597.0,31.0,26.0,0.004900970458984376
87689,90.0,19558.0,32.0,25.0,0.010759963989257814
25234,44.0,560529.0,18.0,4.0,0.028209533691406254
95148,63.0,732285.0,5.0,2.0,-0.006455001831054687
34899,64.0,481064.0,31.0,18.0,-0.0072587585449218756
69773,56.0,135745.0,15.0,7.0,0.01793312072753906
73941,59.0,316045.0,6.0,3.0,0.036521377563476565
23052,63.0,742658.0,17.0,3.0,0.018129577636718748
32770,37.0,583744.0,4.0,1.0,0.015702667236328127
25936,61.0,640039.0,11.0,9.0,0.036632385253906254
27193,70.0,118832.0,18.0,8.0,0.00312408447265625
12605,50.0,62400.0,18.0,3.0,-0.0055657958984375
48025,64.0,235033.0,3.0,1.0,0.002693023681640625
77061,54.0,328972.0,24.0,2.0,0.039512100219726565
72946,43.0,971578.0,14.0,5.0,0.013868179321289064
93218,41.0,913866.0,8.0,4.0,0.015133132934570312
23586,49.0,665099.0,12.0,11.0,0.036464538574218754
74289,72.0,32150.0,30.0,12.0,-0.004054794311523438
38492,77.0,637280.0,20.0,18.0,0.020860137939453127
94351,30.0,34741.0,33.0,0.0,-0.000839767456054687
81461,55.0,187146.0,14.0,0.0,0.020316543579101565
44670,25.0,794654.0,2.0,0.0,0.0006727600097656255
66068,81.0,655610.0,20.0,15.0,-0.0007741546630859377
43175,35.0,1990.0,3.0,0.0,0.03497451782226563
70999,35.0,338179.0,7.0,2.0,0.03670753479003906
23136,64.0,672416.0,19.0,17.0,0.00914520263671875
6330,53.0,817199.0,20.0,12.0,0.021817626953125002
71404,73.0,877678.0,20.0,12.0,0.0003305816650390637
89618,39.0,662714.0,22.0,0.0,-0.005536422729492187
82378,58.0,770150.0,19.0,14.0,0.03264106750488281
9978,63.0,982012.0,25.0,22.0,-0.00029846191406249917
73802,49.0,803838.0,20.0,5.0,-0.003517684936523437
79929,63.0,249096.0,8.0,0.0,0.01868080139160156
85746,43.0,652348.0,32.0,5.0,0.004381790161132814
98080,50.0,931061.0,17.0,2.0,0.03259529113769531
73327,37.0,180378.0,21.0,9.0,0.02290138244628906
38940,62.0,709229.0,6.0,4.0,0.015476837158203126
41133,55.0,438321.0,38.0,4.0,0.01926406860351563
18867,69.0,253524.0,28.0,25.0,0.018465270996093748
4589,72.0,4780.0,32.0,22.0,0.0015173339843750008
4609,87.0,470134.0,35.0,30.0,0.017972412109375002
89679,31.0,61753.0,29.0,1.0,0.008916702270507814
46266,61.0,937699.0,25.0,19.0,0.01715835571289063
30718,42.0,980396.0,19.0,17.0,0.031206359863281248
76191,40.0,22150.0,19.0,13.0,0.015415420532226562
87768,60.0,854660.0,10.0,6.0,0.006463088989257812
44566,63.0,724412.0,30.0,28.0,-0.002842864990234375
72032,59.0,540857.0,38.0,11.0,0.029859390258789066
25480,66.0,597601.0,21.0,11.0,-0.0072396850585937506
46870,46.0,932821.0,39.0,12.0,-0.008281097412109376
29573,54.0,65785.0,13.0,3.0,0.01897491455078125
95936,58.0,713261.0,19.0,11.0,0.023012771606445312
35337,66.0,333751.0,2.0,1.0,-0.002717742919921875
34658,39.0,910078.0,33.0,2.0,0.02397903442382812
28389,53.0,21761.0,9.0,0.0,0.022533264160156247
62631,48.0,182199.0,24.0,12.0,0.039929046630859374
48404,78.0,745753.0,39.0,12.0,0.014631500244140625
40530,49.0,513624.0,33.0,8.0,0.014524688720703125
84915,52.0,496742.0,10.0,8.0,0.019396438598632812
10894,32.0,942745.0,20.0,4.0,0.0315252685546875
49663,39.0,451522.0,27.0,14.0,0.0076689147949218755
21538,56.0,978506.0,33.0,19.0,0.02719940185546875
60373,59.0,453290.0,14.0,3.0,0.030657806396484376
64247,35.0,251222.0,7.0,5.0,0.02355941772460937
56755,51.0,55556.0,13.0,7.0,0.009725799560546875
99285,59.0,494318.0,18.0,3.0,0.0009661102294921883
35412,66.0,731790.0,6.0,0.0,0.010954132080078125
62269,68.0,488046.0,30.0,21.0,0.004992523193359376
28960,70.0,882350.0,26.0,22.0,-0.0064645385742187495
20248,53.0,756438.0,5.0,0.0,0.03284515380859375
50665,66.0,296892.0,9.0,0.0,0.006228485107421874
26757,62.0,30054.0,14.0,10.0,0.008251037597656252
64856,83.0,558044.0,34.0,29.0,0.003417816162109375
74981,65.0,51174.0,23.0,13.0,0.017844619750976565
82168,54.0,776003.0,15.0,3.0,0.00012153625488281299
90271,45.0,300954.0,37.0,18.0,0.013558425903320315
98322,42.0,573341.0,4.0,2.0,-0.001817092895507813
21890,40.0,582418.0,7.0,4.0,0.023000183105468752
69421,74.0,266595.0,31.0,23.0,-0.005009994506835937
3983,34.0,137338.0,26.0,5.0,0.027683105468750004
83040,68.0,859416.0,31.0,21.0,-0.009912643432617187
66273,72.0,35137.0,16.0,14.0,-0.00018821716308593632
26680,61.0,619308.0,18.0,9.0,0.03500885009765625
59444,72.0,981082.0,32.0,7.0,0.006780853271484375
25740,60.0,653697.0,3.0,1.0,0.00294097900390625
1051,51.0,158557.0,39.0,14.0,0.022153320312500002
20027,36.0,102796.0,2.0,0.0,0.03274749755859375
93910,37.0,776308.0,8.0,2.0,0.0011194610595703126
53345,62.0,162139.0,25.0,4.0,0.007052459716796874
7412,69.0,653788.0,36.0,5.0,0.025992431640625
26529,87.0,174684.0,34.0,28.0,0.03814605712890625
93646,43.0,818259.0,16.0,15.0,0.030660476684570316
74148,78.0,708231.0,32.0,14.0,0.024704971313476563
14465,61.0,474829.0,9.0,4.0,0.011023559570312503
1957,57.0,432696.0,6.0,4.0,0.0055029296875
59511,50.0,177199.0,32.0,19.0,0.01889022827148438
91622,33.0,583386.0,3.0,1.0,0.02276252746582031
8379,44.0,115204.0,30.0,8.0,0.0334173583984375
34583,43.0,137414.0,37.0,11.0,0.02593215942382812
42183,53.0,72964.0,27.0,19.0,0.023487701416015624
61660,69.0,953400.0,15.0,10.0,0.029260101318359377
25596,58.0,636624.0,5.0,2.0,-0.00294281005859375
47987,44.0,238936.0,6.0,0.0,-0.008830413818359376
42983,43.0,413444.0,32.0,8.0,-0.0006822204589843756
13338,65.0,704824.0,26.0,23.0,0.017261352539062504
97271,32.0,83764.0,3.0,2.0,0.008693923950195312
96123,42.0,63521.0,7.0,6.0,-0.008530197143554687
58632,69.0,721333.0,24.0,14.0,0.028155364990234376
124,58.0,914148.0,12.0,1.0,0.0013281250000000012
81919,40.0,100898.0,19.0,15.0,0.021019973754882813
56033,71.0,423840.0,27.0,13.0,0.019418182373046877
20335,31.0,202306.0,7.0,3.0,0.00432952880859375
85056,54.0,811368.0,30.0,7.0,0.03528999328613281
39763,49.0,238021.0,12.0,3.0,0.019041290283203123
20149,60.0,372058.0,15.0,5.0,0.03958343505859375
24450,69.0,519737.0,36.0,33.0,-0.00411163330078125
2498,61.0,862686.0,31.0,24.0,0.01637939453125
62250,49.0,893889.0,10.0,4.0,0.009680023193359375
86477,56.0,365404.0,8.0,6.0,-0.0068425750732421875
71376,80.0,924506.0,32.0,29.0,0.02611183166503906
52070,34.0,869805.0,25.0,2.0,0.03968795776367188
51319,31.0,412255.0,4.0,0.0,0.025674285888671877
83160,53.0,886732.0,5.0,0.0,-0.004639205932617187
29250,47.0,735036.0,18.0,10.0,0.00891632080078125
31598,34.0,905520.0,7.0,4.0,-0.00320526123046875
59673,72.0,190858.0,12.0,9.0,-0.009137115478515626
15090,40.0,887502.0,31.0,2.0,0.028455200195312502
59054,42.0,712552.0,15.0,11.0,-0.006756744384765625
10481,62.0,356418.0,17.0,3.0,-0.0076837158203125
28869,78.0,287243.0,31.0,26.0,0.018633117675781248
76521,81.0,300192.0,17.0,15.0,0.031577529907226565
25903,30.0,7859.0,14.0,2.0,0.03624176025390625
59306,55.0,663773.0,15.0,9.0,-0.0027528381347656245
93390,55.0,683628.0,38.0,26.0,-0.008890304565429687
89091,64.0,195408.0,37.0,24.0,-0.004608688354492187
14114,47.0,904819.0,13.0,9.0,0.0320562744140625
74167,31.0,489699.0,16.0,0.0,-0.008107528686523438
21432,56.0,597540.0,20.0,4.0,0.014430847167968752
97053,49.0,259370.0,13.0,2.0,0.017092361450195312
15060,75.0,528487.0,10.0,8.0,0.005798950195312501
97826,38.0,819844.0,3.0,0.0,0.03054450988769531
22636,69.0,860704.0,34.0,9.0,0.038295593261718754
12332,72.0,782383.0,14.0,11.0,0.029688110351562498
72186,45.0,716462.0,19.0,4.0,0.021851577758789063
8189,46.0,34291.0,2.0,0.0,0.0072912597656250005
63902,29.0,991692.0,32.0,3.0,0.026147308349609377
57773,70.0,414511.0,38.0,19.0,0.0019102478027343758
21537,59.0,479006.0,14.0,1.0,0.00219940185546875
20409,64.0,65724.0,3.0,2.0,0.007259216308593752
48367,28.0,337958.0,15.0,1.0,0.0022291564941406255
99640,56.0,848944.0,17.0,4.0,0.01593193054199219
40903,49.0,258021.0,19.0,16.0,0.003880157470703126
75270,41.0,733108.0,19.0,10.0,-0.0039815521240234375
67454,35.0,540979.0,19.0,10.0,0.025177993774414063
62429,51.0,47081.0,36.0,3.0,0.026281585693359373
23921,77.0,296328.0,31.0,17.0,0.028749694824218748
99791,50.0,493830.0,25.0,20.0,0.00909599304199219
32077,54.0,16274.0,28.0,4.0,0.011711730957031251
49893,62.0,143237.0,36.0,9.0,0.01802047729492188
48370,42.0,587708.0,6.0,4.0,0.014729156494140626
44575,31.0,146865.0,6.0,4.0,0.013563385009765625
12922,47.0,713116.0,31.0,6.0,0.011963500976562501
76019,58.0,20199.0,35.0,14.0,0.029380264282226565
99458,67.0,874309.0,33.0,31.0,0.017006149291992186
32364,62.0,719671.0,24.0,1.0,0.023576965332031248
66278,35.0,909262.0,12.0,3.0,0.006061782836914062
53068,69.0,917120.0,11.0,9.0,0.016323699951171874
17313,79.0,34749.0,32.0,20.0,0.0055136108398437505
54121,68.0,276282.0,3.0,2.0,0.03835128784179687
18676,96.0,848631.0,36.0,32.0,0.03731292724609375
49459,50.0,66166.0,28.0,6.0,0.013186492919921878
43546,61.0,910261.0,25.0,19.0,0.029066314697265623
45846,41.0,557708.0,8.0,7.0,0.01898941040039063
90658,41.0,600459.0,10.0,3.0,0.02337287902832031
31370,44.0,560163.0,2.0,0.0,0.03419708251953125
88326,47.0,930512.0,34.0,17.0,-0.006342086791992187
43422,28.0,889774.0,4.0,1.0,0.011829986572265626
31604,67.0,562114.0,17.0,2.0,0.0014822387695312498
31614,57.0,624551.0,39.0,31.0,0.010857238769531251
10682,50.0,572998.0,16.0,8.0,0.0385076904296875
90142,30.0,835575.0,33.0,4.0,0.028206863403320313
48086,37.0,929651.0,4.0,2.0,0.01636489868164063
6014,31.0,554523.0,32.0,5.0,0.039237060546875
99036,58.0,570414.0,31.0,0.0,0.002040328979492188
76371,52.0,335313.0,34.0,6.0,0.03685096740722656
26501,64.0,34200.0,35.0,13.0,0.021739807128906247
30195,49.0,167733.0,10.0,6.0,0.035259094238281254
81794,49.0,848593.0,16.0,14.0,0.02236732482910156
76300,76.0,608477.0,27.0,17.0,0.015366592407226565
44505,80.0,22965.0,23.0,16.0,0.022303619384765626
2845,62.0,405136.0,22.0,14.0,0.020334472656249998
2219,46.0,443184.0,10.0,5.0,0.03385986328125
66399,29.0,384397.0,32.0,2.0,0.005768814086914062
86921,68.0,106873.0,26.0,3.0,-0.003082809448242187
81114,51.0,660305.0,16.0,8.0,0.014115371704101565
58092,69.0,938400.0,10.0,8.0,0.013873138427734378
31123,48.0,221634.0,23.0,3.0,0.02330841064453125
50052,81.0,726637.0,35.0,19.0,0.019875946044921877
23330,41.0,959238.0,16.0,3.0,0.0027975463867187505
91887,38.0,449731.0,31.0,10.0,0.014901199340820315
93591,35.0,435829.0,5.0,3.0,-0.007230148315429688
58273,61.0,101348.0,16.0,2.0,0.023150482177734376
950,45.0,963903.0,24.0,11.0,-0.0045800781249999995
40441,75.0,491186.0,27.0,13.0,0.020921173095703127
63928,59.0,601457.0,8.0,7.0,-0.0011964416503906245
42561,73.0,91500.0,27.0,16.0,0.010548248291015626
34162,43.0,815446.0,14.0,4.0,-0.009858856201171875
15514,60.0,691897.0,38.0,17.0,0.024182739257812502
52751,30.0,232259.0,11.0,1.0,0.03321823120117188
55560,57.0,705784.0,16.0,3.0,0.015658416748046876
5379,48.0,30633.0,27.0,7.0,-0.009346923828125001
5704,68.0,931099.0,14.0,13.0,0.037967529296875004
30440,65.0,865277.0,17.0,10.0,0.011772766113281251
26635,40.0,260292.0,3.0,1.0,0.013915100097656253
76908,76.0,600185.0,32.0,15.0,0.013828506469726562
31132,59.0,908447.0,11.0,1.0,0.026433410644531252
44490,54.0,990747.0,34.0,10.0,0.011366119384765625
54153,66.0,194333.0,8.0,2.0,-0.009500274658203125
7857,61.0,129899.0,7.0,1.0,0.029654541015625
95329,59.0,156202.0,10.0,1.0,0.03048347473144531
80288,64.0,988590.0,22.0,16.0,0.022880020141601565
67533,49.0,388787.0,20.0,0.0,0.02732643127441406
61046,44.0,988399.0,37.0,11.0,0.03258651733398438
15703,54.0,241177.0,27.0,21.0,0.0141241455078125
42920,56.0,561733.0,10.0,0.0,0.020020904541015627
70991,47.0,25991.0,19.0,17.0,0.014832534790039065
6621,48.0,425014.0,4.0,0.0,0.019180908203125
17974,43.0,852777.0,22.0,9.0,0.007442321777343752
87087,29.0,241017.0,23.0,1.0,0.006414260864257814
87797,55.0,433207.0,5.0,1.0,0.03068183898925781
22454,41.0,534615.0,25.0,7.0,0.005959167480468751
63745,72.0,379024.0,28.0,15.0,0.013061370849609377
85978,50.0,802588.0,29.0,8.0,0.025963821411132813
85221,66.0,495279.0,19.0,14.0,0.015954055786132813
4087,35.0,316845.0,6.0,4.0,0.031198730468749998
46561,59.0,256740.0,20.0,1.0,-0.0005174255371093745
13785,64.0,472634.0,10.0,0.0,0.021069946289062502
79820,72.0,622989.0,21.0,12.0,0.011905899047851562
12058,53.0,639825.0,29.0,10.0,0.0030340576171875005
60220,67.0,582068.0,17.0,9.0,0.037884368896484374
73127,47.0,36967.0,13.0,12.0,-0.009666976928710937
33531,36.0,165218.0,2.0,0.0,0.03606399536132813
65996,67.0,514150.0,28.0,7.0,0.016364517211914065
15347,58.0,237762.0,21.0,14.0,0.024646606445312497
71968,61.0,923286.0,21.0,12.0,0.03884376525878906
9392,55.0,801529.0,6.0,5.0,0.024945678710937502
53172,89.0,710296.0,37.0,24.0,0.023550262451171873
63318,38.0,932425.0,8.0,3.0,0.002966156005859375
20442,49.0,697903.0,16.0,6.0,0.0076498413085937505
25620,69.0,852717.0,13.0,4.0,0.03633941650390625
63713,61.0,408291.0,9.0,3.0,0.006909027099609376
66755,43.0,300009.0,4.0,2.0,0.03372291564941406
38042,63.0,938736.0,39.0,20.0,-0.004872283935546875
42921,82.0,311983.0,20.0,15.0,0.032520904541015624
72721,71.0,62332.0,38.0,11.0,-0.007030258178710938
56705,58.0,71165.0,17.0,1.0,0.026132049560546877
57581,50.0,439876.0,7.0,0.0,0.033648529052734376
48950,57.0,978918.0,39.0,24.0,0.03675064086914063
41990,50.0,818312.0,26.0,20.0,0.03266738891601562
42500,69.0,817336.0,11.0,7.0,0.039845123291015624
65869,54.0,88795.0,11.0,4.0,0.02476295471191406
51396,75.0,689321.0,37.0,12.0,0.03016647338867188
86108,92.0,812222.0,34.0,33.0,0.026458206176757815
79213,53.0,56173.0,32.0,2.0,-0.005623397827148438
57603,41.0,410608.0,10.0,0.0,0.024371185302734376
82183,37.0,212115.0,23.0,4.0,0.032836380004882815
90103,32.0,192481.0,5.0,2.0,0.03499092102050781
55847,41.0,310672.0,21.0,6.0,0.016488494873046877
497,77.0,190263.0,24.0,18.0,0.02291015625
42893,54.0,421248.0,11.0,5.0,0.01767715454101563
42325,62.0,191986.0,9.0,5.0,0.037257232666015626
30754,45.0,555285.0,15.0,7.0,0.0064138793945312505
66058,54.0,686829.0,24.0,10.0,0.03203834533691406
32546,42.0,819181.0,19.0,4.0,0.03851837158203125
71070,36.0,771339.0,19.0,9.0,-0.007237777709960938
55018,48.0,548959.0,10.0,4.0,0.004391326904296876
82269,59.0,32607.0,12.0,10.0,0.016039505004882812
85215,29.0,370404.0,5.0,2.0,0.022204055786132812
96135,34.0,496681.0,19.0,1.0,0.007680740356445314
55410,49.0,504813.0,16.0,11.0,0.03001388549804688
39017,67.0,311190.0,31.0,1.0,0.03539871215820312
14994,42.0,754823.0,8.0,2.0,0.003845825195312501
82558,39.0,952584.0,26.0,13.0,0.015307083129882814
19120,52.0,623271.0,17.0,2.0,0.027791442871093752
80604,71.0,659817.0,28.0,12.0,-0.003243026733398437
26836,85.0,849546.0,29.0,19.0,0.009422912597656251
45282,47.0,868920.0,22.0,10.0,0.03876480102539063
10210,47.0,675678.0,23.0,10.0,0.0017523193359375005
65473,60.0,453656.0,21.0,3.0,0.005419769287109376
3017,74.0,299773.0,12.0,9.0,0.01232666015625
81982,34.0,834539.0,22.0,8.0,0.006176223754882812
92769,61.0,187542.0,14.0,3.0,0.005489578247070312
98850,37.0,933332.0,3.0,0.0,-0.0004987335205078117
33393,62.0,59855.0,39.0,3.0,-0.0012406921386718742
35753,99.0,234241.0,38.0,32.0,0.00011428833007812514
78692,75.0,742498.0,14.0,11.0,0.02740882873535156
82492,57.0,835514.0,4.0,0.0,0.013353958129882814
69877,54.0,159159.0,10.0,0.0,0.03160499572753906
46329,68.0,86988.0,14.0,6.0,0.0019239807128906255
30967,35.0,332851.0,8.0,4.0,0.01754669189453125
98338,40.0,682606.0,14.0,2.0,0.031776657104492186
91697,64.0,8766.0,28.0,4.0,0.03970588684082031
10896,63.0,973964.0,24.0,12.0,-0.0012872314453125002
6257,61.0,196726.0,4.0,1.0,0.037637939453125
57256,79.0,522862.0,29.0,23.0,0.0012785339355468762
55663,32.0,245308.0,22.0,4.0,0.0074552917480468755
7188,83.0,813785.0,32.0,17.0,0.0050939941406250005
98454,36.0,655290.0,20.0,1.0,0.027284469604492184
14863,40.0,329467.0,26.0,11.0,0.012244262695312503
27381,62.0,114930.0,10.0,8.0,0.01230377197265625
72110,44.0,786704.0,20.0,14.0,0.001929702758789063
22680,66.0,700708.0,22.0,13.0,0.023256530761718748
89934,37.0,969048.0,19.0,8.0,0.030108108520507812
40276,70.0,612158.0,12.0,3.0,0.011350860595703125
83551,27.0,109190.0,5.0,0.0,0.009765090942382813
25591,31.0,261999.0,9.0,1.0,0.00330718994140625
2144,75.0,946586.0,38.0,27.0,0.00593017578125
90475,40.0,189737.0,2.0,0.0,0.020492019653320315
3433,69.0,491475.0,23.0,3.0,0.02919677734375
87496,57.0,613690.0,5.0,3.0,-0.0013005828857421877
39583,53.0,173632.0,30.0,25.0,-0.004493865966796875
11822,66.0,501292.0,39.0,36.0,0.017194213867187502
61317,53.0,53788.0,8.0,1.0,-0.00012832641601562451
70031,31.0,332813.0,4.0,1.0,0.02174171447753906
67100,90.0,593660.0,39.0,32.0,-0.003044662475585937
89235,52.0,113459.0,39.0,7.0,-0.002850875854492187
52191,27.0,171285.0,28.0,1.0,-0.0019136047363281245
36456,70.0,840567.0,20.0,15.0,0.014201202392578128
18928,66.0,776438.0,35.0,17.0,0.029012145996093752
37,89.0,391234.0,39.0,36.0,0.01890625
8392,77.0,653727.0,27.0,22.0,0.012714233398437502
74669,54.0,397019.0,21.0,3.0,0.01596473693847656
34230,37.0,514966.0,12.0,3.0,0.021586456298828126
6698,46.0,736225.0,10.0,1.0,0.013565673828125001
6039,33.0,355503.0,5.0,1.0,0.023026123046875
86660,68.0,581008.0,28.0,6.0,0.02885078430175781
82428,60.0,848197.0,13.0,4.0,-0.008765182495117187
776,56.0,936586.0,8.0,2.0,-0.0036035156249999995
63438,34.0,577312.0,18.0,5.0,0.036364593505859376
8119,33.0,307455.0,4.0,2.0,0.0053381347656250005
72047,47.0,447200.0,28.0,19.0,-0.009203109741210937
59891,52.0,218174.0,14.0,9.0,0.002776947021484375
49286,55.0,774441.0,34.0,24.0,0.010354461669921875
89511,38.0,435402.0,37.0,3.0,0.014434280395507813
85659,40.0,457231.0,23.0,2.0,0.03914741516113281
90681,64.0,194615.0,9.0,1.0,0.037435379028320316
39162,41.0,884835.0,15.0,0.0,0.007078399658203125
56682,58.0,715052.0,25.0,13.0,0.008358612060546876
22352,68.0,874118.0,34.0,17.0,0.015920104980468752
46720,52.0,610878.0,8.0,6.0,0.027949371337890626
59882,50.0,748893.0,10.0,5.0,0.0012144470214843755
80389,60.0,452993.0,30.0,9.0,0.03913978576660156
15867,43.0,299712.0,15.0,7.0,0.0072882080078125
62193,62.0,2204.0,8.0,2.0,0.022863616943359373
24724,66.0,934178.0,14.0,0.0,-0.00865570068359375
