,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42
19,234375.0,248757.35991786706,263722.0678425851,279289.1521959485,295479.1908114133,312313.30818665127,329813.16915307957,348000.96826133877,366899.414062617,386531.70732733456,406921.5120820319,428092.91815894877,450070.393736864,472878.72610191425,496542.94856837264,521088.2511662155,546539.8723185547,572922.9682908477,600262.4566877504,628582.8296944706,657907.9320989463,688260.6983801535,719662.8422973328,752134.491456162,785693.7582530389,820356.2374014909,856134.4189219208,893037.0040284361,931068.1097818307,970226.3467125804,1010503.7518815792,1051884.5580865724,1094343.778210035,796491.907499777,748872.2386543067,704866.4401777564,664203.3982613744,626630.6527003912,591912.8863926947,0.0,0.0,0.0,0.0
20,484375.0,503335.28296934615,523012.11993833754,543427.2267546055,564602.0017375583,586557.3155216769,609313.2605932395,632888.8540013878,657301.6857849995,682567.5046110101,708699.7309655497,735708.8869786152,763601.9306044067,792381.4804402584,822044.9159770599,852583.3365800475,618786.2527493977,579686.8449016057,543677.9831820393,510538.426911813,480062.6288025299,452059.4569507333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,359375.0,377155.53804473346,395531.4441189665,414518.8188274727,434133.82301879313,454392.6083199675,475311.2339799664,496905.5677714128,519191.168353756,542183.1461055944,565895.998983646,590343.419455016,615538.0679718836,641491.3078077257,668212.8953463625,695710.6191052129,723989.8798796325,753053.20341626,782899.6759640988,813524.2919225579,844917.2016238068,877062.8460815832,909938.9643538612,943515.458066211,684427.1677011587,640459.6938221983,599684.7155612593,561861.5432023988,526766.4589953511,494191.4215283596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,109375.0,118043.32115657152,127105.4293023149,136570.8384236474,146448.09459886912,156744.50308720532,167465.80685937463,125031.06657768981,121691.62461059826,118749.59263288144,116176.50677999415,113945.39765917171,112030.57770459847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,78125.0,90674.75713792331,104043.32076794266,118274.06185334313,133412.37194037982,149505.73483578212,166603.79696499027,184758.43547267024,204023.82292184077,224456.48720417777,246115.36498493483,269061.84666352294,293359.8104259318,319075.64248720865,346278.24005885556,375038.99291314726,405431.738637863,437532.6857624017,471420.2978689564,507175.13055710425,544879.6116810112,584617.7535971798,626474.7842167931,670536.6814180522,716889.5928075243,765619.1198931008,816809.4424152116,870542.2548538757,926895.4829737962,985941.7436913326,1047746.5065741235,778656.1369866703,753683.7317360698,731811.2823699508,712845.2692441222,696604.1246345598,682916.6837578845,0.0,0.0,0.0,0.0,0.0,0.0
24,328125.0,338738.59914791724,349656.02239717456,360880.8982853835,372416.027870195,384263.2135296959,396423.0607943042,408894.7494029672,421675.7693301612,434761.6170603474,448145.44690298964,461817.67165906494,475765.5064913125,489972.4494466298,353092.3842414247,327421.22711479675,303611.48852549715,281525.5466392646,261035.7945961418,242023.90901564577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,453125.0,467829.05498113745,482995.6259635097,498636.7223636662,514764.2376732126,531389.8644741483,548524.993944478,566180.5974049921,584367.0870978469,603094.1529801403,622370.5718566949,642203.9846616182,662600.637124342,683565.0784201671,705099.8117068788,727204.8896891398,749877.4475360168,773111.1646139516,796895.6456043457,821215.7106775603,846050.58353175,871372.9653301723,628003.587372307,582447.9329408582,540222.4094762134,501082.1047131473,464799.93767667527,431165.34698536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,203125.0,219227.99533775303,235863.02705653073,253030.54903037508,270727.99160106736,202264.4186811481,196863.15617539,191928.50946169437,187420.3227207782,183300.43720871865,179532.4340950986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,140625.0,146260.8413108781,152132.43343122376,158249.65226068045,164622.72942342184,171262.2526611806,178179.16349973442,185384.75159711126,192890.64507705992,200708.79602942002,208851.460217305,217331.16986654818,226160.69822235938,235353.01433794666,244921.22630595654,254878.51085161624,265238.02687177615,276012.81012179574,287215.6458174872,298858.91542739654,310954.4133773363,323513.1287710486,336544.9865465817,350058.5417383968,364060.61970518023,378555.8943231116,393546.3952518821,286321.65413921716,269183.79557816207,253477.2629506822,239103.41857057292,225970.68683351763,213993.95283463932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,390625.0,412362.90846945875,434957.69631551835,458426.4453932912,482784.00071765005,508042.4087526866,534210.2599750528,561291.921815353,589286.6465850198,432731.2762594738,411916.21042868524,392872.9101493433,375470.66640909214,359587.1880484259,345107.80293636536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,265625.0,291843.45681415236,319548.6832826798,348811.6169387779,379706.2044119455,412309.4997195227,446701.76096315234,482966.5443194786,521190.7939809248,561464.926426288,603882.907074765,648542.3169922807,695544.4068656,744994.1349260862,797000.1848776495,851674.9591469174,909134.5419100637,969498.6253395892,1032890.3913322273,1099436.3395994524,1169266.0513947357,1242511.876282959,1319308.5271897234,1399792.5664603335,1484101.762765074,1572374.2953611,1664747.7784117907,1761358.0737213537,1862337.8553173146,1967814.8837634854,2077909.941879087,2192734.3766620406,2312387.1846803543,2436951.5700610704,2566490.8955874434,1890730.7569583033,1808245.204402189,1733711.0799200602,1666580.8273804835,1606342.1074328732,1552514.102872511,0.0,0.0
30,15625.0,21085.66330371642,26798.801443617493,32772.709984786736,39015.75874552906,45536.35513254107,52342.89926529171,59443.729430434694,66847.05617228204,74560.88305775599,82592.91185074077,90950.42948859399,99640.17387053538,108668.17504247221,118039.56789583755,127758.37199180004,137827.2335826477,148247.12433980653,111311.8935108589,109065.06241280162,107060.19207791079,105276.73733332907,103695.04278912998,102296.19775425307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,23437.5,33916.76325861706,45029.6666192697,56805.134870290785,69273.15801862867,82464.80377352978,96412.22478761002,111148.65939598296,126708.42435724018,143126.89782200413,160440.49042884048,178686.6020459433,197903.56123159348,218130.54396725068,239407.46761345287,261774.85533849034,285273.6654600098,309945.0792062234,335830.2393314297,362969.9307949655,391404.19331865746,421171.8540617906,452309.9668836792,484853.14269589464,518832.7532402327,554275.9882768781,591204.743658344,440744.02060486947,428177.29560530494,417087.7944575276,407371.80991016194,398931.28098015446,391673.0182243073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,273437.5,282420.2958144094,291635.20065965585,301081.2986971939,310756.39722153015,320656.7995663682,330777.04451240227,341109.607973555,351644.5624020809,362369.18905880203,261287.27665280883,242475.82618566274,225019.35010499964,208817.21712246328,193776.10637552445,179809.47463718266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,398437.5,414706.85261846654,431647.83103330975,449288.03009699273,467656.11291855015,486781.8395258965,506696.09390491527,527430.9088638275,549019.4880665735,571496.2244562038,594896.714145599,619257.7646848131,644617.3964180043,671014.8354137432,698490.4961852358,727085.9521056827,756843.8910617648,787808.053467311,820023.1492707359,853534.7500238647,888389.1514251491,924633.2009946007,962314.0846673766,1001479.0650929541,1042175.1632812971,1084448.773929557,1128345.2032755427,1173908.1166405706,1221178.8809288328,1270195.7852302995,1320993.12032139,1373600.0952717927,1428039.5665578886,1484326.5520807777,1542466.4993407938,1602453.273813711,1164986.781303411,1094005.749513513,1028782.2233674717,968909.0327773971,914007.7803502982,863726.4315946354,0.0
34,148437.5,170012.72234440403,192608.46219550728,216259.84297000035,241002.35455966636,266871.70197356393,293903.61976034683,322133.64614070096,351596.8498048365,382327.5012186637,414358.6790219553,447721.80068087357,482446.06496647414,518557.79206499015,556079.6451859914,595029.7154315448,635420.449447635,677257.3970419989,504376.42751331395,489102.0217510938,475324.577053683,462927.4403496199,451800.20203280373,441837.91431594075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,210937.5,219730.70568805977,228879.04154338417,238396.21727034755,248296.39869047535,258594.21102441289,269304.739836645,280443.5291392839,292026.5760634693,304070.3214047439,316591.63522992603,329607.79659492755,343136.4662627407,357195.65112511156,371803.6588164992,386979.04076058057,402740.5216031224,419106.91265534045,436097.00659323955,453729.4502247956,472022.59164172853,490994.29750934656,510661.73560981144,531041.1170348065,552147.3916174034,573993.8892958065,596591.8991119186,619950.1764673158,644074.3680956765,668966.3429791562,694623.4161625338,721037.45114385,523735.6777128547,491179.44483995903,461196.1318745444,433600.32944980013,408219.6670541513,384893.7434816726,0.0,0.0,0.0,0.0,0.0
36,460937.5,487569.0305662734,515169.81627673196,543761.5995110617,573364.8553883354,603998.420288868,635679.05533788,668420.9348109997,702235.0480813925,737128.5022712403,773103.7112087444,810157.4546493147,848279.7900349747,887452.7973989816,649354.3955226362,614946.2854333107,583188.942684842,553879.9660489073,526830.3651832626,501863.4112810061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,335937.5,358448.2638172761,382218.11421294627,407310.3504173387,433790.91971249145,461728.4436666157,491194.2262118989,522262.2391635201,555009.0799473436,589513.8953307732,625858.2638136595,664126.0280092827,704403.0668019024,746776.9952772028,791336.7783528245,838172.2416540058,887373.4604492397,939030.0043486316,993230.0119421404,1050059.0655912803,1109598.832172389,1171925.4307060663,1237107.4825263163,913642.6558093332,877033.6463972618,844453.415619075,815651.3048826919,790393.548188155,768461.3787790162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,85937.5,90195.93746220553,94601.78704592607,99155.31728269867,103855.905126602,76091.30254243517,72205.8359784282,68641.66527913477,65375.02478257536,62383.70828960458,59646.92702653738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,117187.5,124481.33003607088,132050.29225570336,139903.2144668364,148049.1496562309,156497.3738968216,165257.38266618937,174338.8852740296,183751.7970458721,193506.22885156347,203612.47349891122,214080.98843398868,224922.37409829494,236147.3471874262,247766.70793407646,259791.30039772906,272231.964581738,285099.47901275894,298404.4922045293,312157.4411843838,326368.45498297224,341047.2406715522,356202.94917301944,371844.017668588,387977.9849680864,404611.2757050694,421748.94865620567,439394.40386706474,457549.0425951949,476211.87336130004,495379.056640189,515043.3799413206,535193.6542494355,555814.0220560975,403818.21659607464,378713.1536482459,355461.7366379951,333924.21053251746,313970.5639502396,295479.76699136966,0.0,0.0,0.0
40,367187.5,383025.100935446,399480.1078596718,416571.17081263463,434316.67222798,452734.5512831104,471842.09467091877,491655.68835286715,512190.5240658595,533460.2534783488,555476.5819223357,578248.792568873,601783.1907720987,626082.4570947969,651144.8962715182,676963.5681019996,492467.69953903224,462819.9619859082,435533.5825700149,410437.66951105103,387373.21040375234,366192.0805051544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,492187.5,509383.6597790263,527143.451896918,545482.7878101796,564417.6756992869,583964.1567072787,604138.2285227204,624955.7542465657,646432.3541675516,668583.2777112145,691423.2524181068,714966.3063417055,739225.5597300512,764212.9812615587,789939.1034391936,816412.6910034836,843640.3554000211,871626.107429589,900370.8392202149,929871.7255961,960121.533790568,991107.8292795941,1022812.0643316482,1055208.5347268218,1088263.1890628268,785352.5919639332,729718.3718122712,678154.188618971,630359.1372741645,586054.0577080785,544979.9213332877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,242187.5,254547.8434670904,267462.65818861144,280948.32173758384,295020.18374729797,309692.2107619697,324976.5650845833,340883.10750189406,250193.1688188676,238107.08286609166,227166.92255065788,217296.4498749251,208424.6302976998,200485.11818479272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,179687.5,192773.6076115059,206320.12992688172,220339.39877021487,234843.71960724978,249845.3014889049,265356.1733521208,281388.0844204058,297952.38610059087,315059.892379349,332720.7152783523,350944.07142610307,369738.0552435316,389109.3736163954,409063.0362388415,429601.9950600701,450726.7254541763,472434.74087118,494720.03183110396,517572.4192182019,540976.810957229,395438.6452540213,373909.84443423344,353963.9376964329,335478.6620133037,318339.96696099144,302441.33977767476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,429687.5,447842.82630982116,466544.14006797987,340047.01215137314,320401.88646884204,302320.901193465,285689.32707244554,270400.2738570226,256354.02550261896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,304687.5,315376.4700978494,326411.6154629579,337802.9364551558,349560.5821291965,361694.82863746485,374216.0527933139,387134.69998879865,400461.2455346176,414206.1483453866,428379.7957274051,442992.4378360351,458054.1101526133,473574.5420831318,489563.0494991839,506028.4087221459,522978.7090904193,540421.1808430136,558361.9945972556,576806.028190952,595756.5960977898,615215.1360084793,635180.8465006439,655650.2690024056,676616.8064971187,698070.1706349842,719995.7481348749,742373.8766112393,765179.0192957161,551865.1793266501,512322.9232732841,475650.457625976,441635.1278460212,410079.69503036776,380801.2037118812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,54687.5,59222.32646211422,64001.16983973523,69033.91925452265,74330.52069275959,79900.90583320416,85754.90470348665,91902.13930212433,98351.89488703836,105112.96514638218,112193.46693430177,119600.61967675369,89138.33875722445,86596.77280323172,84386.04555173851,82485.0329230727,80873.83594036604,79533.60979912731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,39062.5,47104.08680574075,55722.93763391682,64952.49563248712,74827.90990967663,85386.10230918159,96665.83315910367,108707.76507866642,121554.52371707876,135250.75404874032,149843.17055108774,165380.5992373308,181914.00909634595,199496.52999478747,218183.45350905877,238032.21246230777,259102.3341272006,281455.3610998794,305154.73273299856,330265.6187126737,356854.6948501761,384989.849407271,414739.80625633925,446173.6488651827,479360.22646601236,514367.42079741927,551261.2484841812,590104.7704429543,441669.74298509344,431679.4129899115,423440.8580840066,416860.87218924856,411852.1359937339,408332.3008958861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,289062.5,306075.5233287323,323793.62921614514,342234.8637250595,361416.1793943572,381353.0926315578,402059.27959306916,423546.1010674033,445822.04567835695,468892.0794579681,492756.8885317616,362188.4002495213,345215.39671799215,329710.2115049833,315564.9164651559,302678.4809771091,290956.1044270482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,414062.5,429854.2322916569,446233.58639149065,463219.530171137,480831.1316116478,499087.45754648664,518007.45137516793,537609.7862313685,557912.6895514944,578933.7343793246,600689.5920527295,623195.740143317,646466.1186539754,670512.7265192327,695345.149398604,720970.0086073994,747390.3198028546,774604.7487547223,802606.750209652,831383.5745552654,602640.5880407038,563542.6799435451,527478.3466803443,494228.54642002814,463589.8228513415,435373.0621237455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
